text,emotion,cleaned_text,text_length
im feeling cranky,anger,feeling cranky,2
i also think it is puzzling that after this particular administrator has singled me out for praise on my ability to get my students to read that he feels that ssr time is not a productive use of class time,joy,also think puzzling particular administrator singled praise ability get student read feel ssr time productive use class time,18
i tried to fill it by befriending people that i knew were only using me but i didnt care because i needed to feel accepted even if it was by some complete loser,love,tried fill befriending people knew using didnt care needed feel accepted even complete loser,14
i feel stressed always,sadness,feel stressed always,3
i remember feeling another cramp but i also ignored it,sadness,remember feeling another cramp also ignored,6
i hope i feel mellow well fed well slept at peace with myself within this external world,joy,hope feel mellow well fed well slept peace within external world,11
i have also learned it takes a lot of effort and positive thinking for me not to break down in tears over feeling exhausted and guilty for not being a better mom,sadness,also learned take lot effort positive thinking break tear feeling exhausted guilty better mom,14
im feeling awful because we hung out with my friend and her new baby the day before,sadness,feeling awful hung friend new baby day,7
i feel very relaxed and fine,joy,feel relaxed fine,3
i feel the suffering and i really feel the pain,sadness,feel suffering really feel pain,5
i go to sleep i feel as if i m giving up precious time to do something else with my life,joy,sleep feel giving precious time something else life,8
i feel like i ve been neglecting my beloved mom blog,joy,feel like neglecting beloved mom blog,6
i shalt say we did cos i din feel a thing when he wrote hw he is keen on xxx,joy,shalt say co din feel thing wrote keen xxx,9
i just feel terrified like im on the edge of a precipice staring ahead,fear,feel terrified like edge precipice staring ahead,7
i feel totally listless exams have come and gone and now i have a whole five or so months in front of me with no uni and free time,sadness,feel totally listless exam come gone whole five month front uni free time,13
i feel furious that right to life advocates can and do tell me how to live and die through lobbying and supporting those politicians sympathic to their views,anger,feel furious right life advocate tell live die lobbying supporting politician sympathic view,13
i feel as if i was abused in some way,sadness,feel abused way,3
im still paying attention but i feel distracted,anger,still paying attention feel distracted,5
